Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Creatives vs BRACE LaM,Haven,Creatives,9,5,4,,BRACE LaM,13,6,7,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,narrative vs NEXUS,Ascent,narrative,4,2,2,,NEXUS,13,3,10,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Run it Back vs Insomnia,Haven,Run it Back,7,4,3,,Insomnia,13,5,8,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Defect vs FENNEL,Bind,Defect,4,3,1,,FENNEL,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Flexible vs No Country,Bind,Flexible,12,4,8,0,No Country,14,4,8,2,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,AKIHABARA ENCOUNT vs FAV gaming,Haven,AKIHABARA ENCOUNT,1,0,1,,FAV gaming,13,1,12,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,New Team vs Rebellion Arts,Bind,New Team,13,10,3,,Rebellion Arts,2,0,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,BLUE BEES.ESP vs FIRST Gaming,Ascent,BLUE BEES.ESP,8,3,5,,FIRST Gaming,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Lv10 vs Servelal e-Sports,Haven,Lv10,13,6,7,,Servelal e-Sports,11,5,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Atsumatte Mita vs Chimimouryou,Ascent,Atsumatte Mita,10,6,4,,Chimimouryou,13,7,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,Feeling vs NeoAimer,Ascent,Feeling,13,9,4,,NeoAimer,3,0,3,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,no name vs THE SHABLES,Ascent,no name,13,7,6,,THE SHABLES,5,0,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group H,Click Five vs SCARZ,Bind,Click Five,1,1,0,,SCARZ,13,2,11,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Nori Nori Yoshinori vs No Country,Ascent,Nori Nori Yoshinori,13,5,8,,No Country,8,1,7,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,narrative vs Run it Back,Ascent,narrative,7,4,3,,Run it Back,13,5,8,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Flexible vs FENNEL,Bind,Flexible,3,1,2,,FENNEL,13,2,11,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,AKIHABARA ENCOUNT vs New Team,Haven,AKIHABARA ENCOUNT,4,3,1,,New Team,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,SchwarzerLand vs FAV gaming,Haven,SchwarzerLand,4,4,0,,FAV gaming,13,5,8,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group E,FUKUSHIMA IBUSHIGIN vs REJECT,Haven,FUKUSHIMA IBUSHIGIN,1,1,0,,REJECT,13,2,11,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Atsumatte Mita vs FIRST Gaming,Icebox,Atsumatte Mita,11,6,5,,FIRST Gaming,13,7,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Servelal e-Sports vs Chimimouryou,Bind,Servelal e-Sports,13,10,3,,Chimimouryou,2,0,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,Feeling vs no name,Bind,Feeling,13,10,3,,no name,2,0,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,Shimada Family vs THE SHABLES,Ascent,Shimada Family,5,3,2,,THE SHABLES,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group H,ShikouKouketsu vs Updraft,Ascent,ShikouKouketsu,13,8,5,,Updraft,11,7,4,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,BRACE LaM vs Hexad,Bind,BRACE LaM,10,8,2,,Hexad,13,9,4,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Creatives vs ORB GARDEN GAMING-MUT,Ascent,Creatives,13,8,5,,ORB GARDEN GAMING-MUT,7,3,4,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Break 7 vs NEXUS,Ascent,Break 7,9,6,3,,NEXUS,13,7,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,BLUE BEES.ESP vs Lv10,Bind,BLUE BEES.ESP,13,7,6,,Lv10,6,1,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group E,GEKO GEKO GAMING vs Dandelion,Bind,GEKO GEKO GAMING,6,2,4,,Dandelion,13,3,10,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Ace1 vs ORB GARDEN GAMING-MUT,Ascent,Ace1,13,7,6,,ORB GARDEN GAMING-MUT,6,1,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Break 7 vs Insomnia,Haven,Break 7,4,3,1,,Insomnia,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Run it Back vs NEXUS,Ascent,Run it Back,13,10,3,,NEXUS,5,3,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Defect vs Nori Nori Yoshinori,Ascent,Defect,4,2,2,,Nori Nori Yoshinori,13,3,10,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,AKIHABARA ENCOUNT vs Rebellion Arts,Split,AKIHABARA ENCOUNT,13,10,3,,Rebellion Arts,4,2,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,New Team vs SchwarzerLand,Haven,New Team,13,7,6,,SchwarzerLand,5,0,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group E,FUKUSHIMA IBUSHIGIN vs GEKO GEKO GAMING,Haven,FUKUSHIMA IBUSHIGIN,3,2,1,,GEKO GEKO GAMING,13,3,10,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group E,Dandelion vs REJECT,Icebox,Dandelion,1,1,0,,REJECT,13,2,11,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,BLUE BEES.ESP vs Servelal e-Sports,Haven,BLUE BEES.ESP,13,5,8,,Servelal e-Sports,9,2,7,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Lv10 vs Atsumatte Mita,Bind,Lv10,13,10,3,,Atsumatte Mita,2,0,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,FIRST Gaming vs Chimimouryou,Ascent,FIRST Gaming,13,6,7,,Chimimouryou,9,3,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,Feeling vs THE SHABLES,Haven,Feeling,13,10,3,,THE SHABLES,3,1,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,Shimada Family vs NeoAimer,Haven,Shimada Family,5,3,2,,NeoAimer,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group H,Click Five vs ShikouKouketsu,Ascent,Click Five,3,1,2,,ShikouKouketsu,13,2,11,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,FENNEL vs No Country,Bind,FENNEL,13,9,4,,No Country,11,8,3,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group H,SCARZ vs Updraft,Haven,SCARZ,13,8,5,,Updraft,6,2,4,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Creatives vs Hexad,Ascent,Creatives,4,2,2,,Hexad,13,3,10,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group E,REJECT vs GEKO GEKO GAMING,Haven,REJECT,13,10,3,,GEKO GEKO GAMING,2,0,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Ace1 vs BRACE LaM,Ascent,Ace1,14,3,9,2,BRACE LaM,12,3,9,0,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Hexad vs ORB GARDEN GAMING-MUT,Ascent,Hexad,13,6,7,,ORB GARDEN GAMING-MUT,7,1,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Break 7 vs Run it Back,Bind,Break 7,2,0,2,,Run it Back,13,1,12,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,narrative vs Insomnia,Haven,narrative,3,3,0,,Insomnia,13,4,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Defect vs Flexible,Haven,Defect,8,7,1,,Flexible,13,8,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Nori Nori Yoshinori vs FENNEL,Haven,Nori Nori Yoshinori,8,6,2,,FENNEL,13,7,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,AKIHABARA ENCOUNT vs SchwarzerLand,Ascent,AKIHABARA ENCOUNT,13,7,6,,SchwarzerLand,11,6,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,FAV gaming vs Rebellion Arts,Ascent,FAV gaming,13,9,4,,Rebellion Arts,5,2,3,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group E,FUKUSHIMA IBUSHIGIN vs Dandelion,Split,FUKUSHIMA IBUSHIGIN,13,3,10,,Dandelion,11,2,9,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,BLUE BEES.ESP vs Atsumatte Mita,Ascent,BLUE BEES.ESP,13,12,1,,Atsumatte Mita,0,0,0,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Lv10 vs Chimimouryou,Bind,Lv10,13,10,3,,Chimimouryou,3,1,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,FIRST Gaming vs Servelal e-Sports,Breeze,FIRST Gaming,13,7,6,,Servelal e-Sports,6,1,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,Feeling vs Shimada Family,Haven,Feeling,13,11,2,,Shimada Family,1,0,1,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,no name vs NeoAimer,Ascent,no name,15,7,5,3,NeoAimer,13,7,5,1,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group H,Click Five vs Updraft,Ascent,Click Five,7,4,3,,Updraft,13,5,8,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group H,SCARZ vs ShikouKouketsu,Split,SCARZ,14,6,6,2,ShikouKouketsu,12,6,6,0,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,Ace1 vs Creatives,Bind,Ace1,13,8,5,,Creatives,8,4,4,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group B,ORB GARDEN GAMING-MUT vs BRACE LaM,Haven,ORB GARDEN GAMING-MUT,10,7,3,,BRACE LaM,13,8,5,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Break 7 vs narrative,Haven,Break 7,13,10,3,,narrative,4,2,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group A,Insomnia vs NEXUS,Icebox,Insomnia,13,10,3,,NEXUS,7,5,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Defect vs No Country,Ascent,Defect,10,2,8,,No Country,13,3,10,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group C,Flexible vs Nori Nori Yoshinori,Bind,Flexible,10,6,4,,Nori Nori Yoshinori,13,7,6,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,New Team vs FAV gaming,Icebox,New Team,9,5,4,,FAV gaming,13,6,7,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group D,SchwarzerLand vs Rebellion Arts,Bind,SchwarzerLand,13,7,5,1,Rebellion Arts,15,7,5,3,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,BLUE BEES.ESP vs Chimimouryou,Bind,BLUE BEES.ESP,13,10,3,,Chimimouryou,3,1,2,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Lv10 vs FIRST Gaming,Icebox,Lv10,14,8,4,2,FIRST Gaming,16,8,4,4,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group F,Atsumatte Mita vs Servelal e-Sports,Breeze,Atsumatte Mita,14,5,7,2,Servelal e-Sports,12,5,7,0,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,no name vs Shimada Family,Ascent,no name,13,8,5,,Shimada Family,5,1,4,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Group G,NeoAimer vs THE SHABLES,Ascent,NeoAimer,9,5,4,,THE SHABLES,13,6,7,,
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Round of 8,Insomnia vs Hexad,Haven,Insomnia,13,6,7,,Hexad,10,4,6,,40:17
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Round of 8,FENNEL vs FAV gaming,Bind,FENNEL,13,8,5,,FAV gaming,7,3,4,,39:20
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Round of 8,REJECT vs FIRST Gaming,Breeze,REJECT,13,9,4,,FIRST Gaming,3,0,3,,26:57
Champions Tour Japan Stage 3: Challengers 2,Open Qualifier,Round of 8,Feeling vs SCARZ,Bind,Feeling,13,5,8,,SCARZ,11,4,7,,47:27
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Icicle Conflict vs Feeling,Haven,Icicle Conflict,6,3,3,,Feeling,13,4,9,,37:43
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Icicle Conflict vs Feeling,Ascent,Icicle Conflict,10,4,6,,Feeling,13,5,8,,43:07
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,FENNEL vs Gaming Team SELECTOR,Ascent,FENNEL,13,7,6,,Gaming Team SELECTOR,8,3,5,,37:45
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,FENNEL vs Gaming Team SELECTOR,Bind,FENNEL,7,6,1,,Gaming Team SELECTOR,13,7,6,,36:01
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Icicle Conflict vs FENNEL,Bind,Icicle Conflict,10,7,3,,FENNEL,13,8,5,,45:17
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Icicle Conflict vs FENNEL,Ascent,Icicle Conflict,4,3,1,,FENNEL,13,4,9,,32:12
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Feeling vs Gaming Team SELECTOR,Haven,Feeling,13,9,4,,Gaming Team SELECTOR,10,7,3,,46:58
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Feeling vs Gaming Team SELECTOR,Split,Feeling,13,11,2,,Gaming Team SELECTOR,1,0,1,,26:55
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Icicle Conflict vs Gaming Team SELECTOR,Bind,Icicle Conflict,13,7,6,,Gaming Team SELECTOR,11,6,5,,48:33
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Icicle Conflict vs Gaming Team SELECTOR,Icebox,Icicle Conflict,2,2,0,,Gaming Team SELECTOR,13,3,10,,28:41
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Feeling vs FENNEL,Ascent,Feeling,1,1,0,,FENNEL,13,2,11,,27:48
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group A,Feeling vs FENNEL,Haven,Feeling,5,4,1,,FENNEL,13,5,8,,33:04
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,SETOUCHI ENLIFE vs REJECT,Icebox,SETOUCHI ENLIFE,4,2,2,,REJECT,13,3,10,,31:14
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,SETOUCHI ENLIFE vs REJECT,Haven,SETOUCHI ENLIFE,2,2,0,,REJECT,13,3,10,,27:04
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,Storks Phalanx vs Insomnia,Ascent,Storks Phalanx,8,2,6,,Insomnia,13,3,10,,40:15
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,Storks Phalanx vs Insomnia,Haven,Storks Phalanx,10,5,5,,Insomnia,13,6,7,,45:59
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,SETOUCHI ENLIFE vs Storks Phalanx,Icebox,SETOUCHI ENLIFE,9,8,1,,Storks Phalanx,13,9,4,,44:12
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,SETOUCHI ENLIFE vs Storks Phalanx,Ascent,SETOUCHI ENLIFE,13,9,4,,Storks Phalanx,8,5,3,,36:54
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,REJECT vs Insomnia,Haven,REJECT,13,8,5,,Insomnia,11,7,4,,
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,REJECT vs Insomnia,Icebox,REJECT,13,9,4,,Insomnia,8,5,3,,
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,SETOUCHI ENLIFE vs Insomnia,Icebox,SETOUCHI ENLIFE,9,6,3,,Insomnia,13,7,6,,40:32
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,SETOUCHI ENLIFE vs Insomnia,Ascent,SETOUCHI ENLIFE,9,6,3,,Insomnia,13,7,6,,36:50
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,REJECT vs Storks Phalanx,Breeze,REJECT,13,6,7,,Storks Phalanx,8,2,6,,33:40
Champions Tour Japan Stage 3: Challengers 2,Main Event,Group B,REJECT vs Storks Phalanx,Icebox,REJECT,13,9,4,,Storks Phalanx,5,2,3,,31:34
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,KRÜ Esports vs Revense E-sports,Icebox,KRÜ Esports,13,9,4,,Revense E-sports,6,3,3,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,KRÜ Esports vs Revense E-sports,Bind,KRÜ Esports,13,8,5,,Revense E-sports,6,2,4,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Furious Gaming vs Cruzados Esports,Ascent,Furious Gaming,11,6,5,,Cruzados Esports,13,7,6,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Furious Gaming vs Cruzados Esports,Icebox,Furious Gaming,13,6,7,,Cruzados Esports,9,3,6,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Furious Gaming vs Cruzados Esports,Bind,Furious Gaming,17,7,5,5,Cruzados Esports,15,7,5,3,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Velox vs Optix,Icebox,Velox,13,7,6,,Optix,11,6,5,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Velox vs Optix,Ascent,Velox,13,6,7,,Optix,9,3,6,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,MF14 vs Motion Team,Bind,MF14,13,6,7,,Motion Team,8,2,6,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,MF14 vs Motion Team,Haven,MF14,4,4,0,,Motion Team,13,5,8,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,MF14 vs Motion Team,Split,MF14,3,3,0,,Motion Team,13,4,9,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,7even Esport vs 9z Team,Haven,7even Esport,5,2,3,,9z Team,13,3,10,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,7even Esport vs 9z Team,Bind,7even Esport,6,4,2,,9z Team,13,5,8,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Wolves Crew vs Meta Gaming,Ascent,Wolves Crew,9,5,4,,Meta Gaming,13,6,7,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Wolves Crew vs Meta Gaming,Icebox,Wolves Crew,7,5,2,,Meta Gaming,13,6,7,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Australs vs Malvinas Gaming,Ascent,Australs,13,8,5,,Malvinas Gaming,7,3,4,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Australs vs Malvinas Gaming,Icebox,Australs,13,7,6,,Malvinas Gaming,9,4,5,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Ronin Team vs Kaos Latin Gamers,Haven,Ronin Team,5,3,2,,Kaos Latin Gamers,13,4,9,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAS,Round of 16,Ronin Team vs Kaos Latin Gamers,Ascent,Ronin Team,11,7,4,,Kaos Latin Gamers,13,8,5,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,INFINITY vs Team Mayan,Haven,INFINITY,13,11,2,,Team Mayan,1,0,1,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,INFINITY vs Team Mayan,Icebox,INFINITY,13,9,4,,Team Mayan,3,0,3,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Skull Cracker vs Border Monsters,Bind,Skull Cracker,5,3,2,,Border Monsters,13,4,9,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Skull Cracker vs Border Monsters,Ascent,Skull Cracker,6,5,1,,Border Monsters,13,6,7,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Six Karma vs La nueva era,Haven,Six Karma,13,7,6,,La nueva era,10,5,5,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Six Karma vs La nueva era,Bind,Six Karma,13,11,2,,La nueva era,1,0,1,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,MTS Esports vs Pass Gaming,Ascent,MTS Esports,5,4,1,,Pass Gaming,13,5,8,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,MTS Esports vs Pass Gaming,Haven,MTS Esports,2,2,0,,Pass Gaming,13,3,10,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Reven Esports vs Royal Gaming,Bind,Reven Esports,13,8,5,,Royal Gaming,8,4,4,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Reven Esports vs Royal Gaming,Ascent,Reven Esports,13,5,8,,Royal Gaming,9,2,7,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Ryze Gaming vs Pro Hub Gaming,Icebox,Ryze Gaming,13,10,3,,Pro Hub Gaming,4,2,2,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,Ryze Gaming vs Pro Hub Gaming,Ascent,Ryze Gaming,13,9,4,,Pro Hub Gaming,5,2,3,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,RoyalBeast vs Akave Esports,Ascent,RoyalBeast,9,5,4,,Akave Esports,13,6,7,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,RoyalBeast vs Akave Esports,Icebox,RoyalBeast,1,1,0,,Akave Esports,13,2,11,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,E-Xolos LAZER vs Granjeros,Split,E-Xolos LAZER,13,8,5,,Granjeros,6,2,4,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,E-Xolos LAZER vs Granjeros,Ascent,E-Xolos LAZER,6,6,0,,Granjeros,13,7,6,,
Champions Tour LATAM Stage 3: Challengers 1,Open Qualifier: LAN,Round of 16,E-Xolos LAZER vs Granjeros,Icebox,E-Xolos LAZER,13,5,8,,Granjeros,7,0,7,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Quarterfinals,9z Team vs Furious Gaming,Haven,9z Team,13,9,4,,Furious Gaming,9,6,3,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Quarterfinals,Australs vs Meta Gaming,Icebox,Australs,13,8,5,,Meta Gaming,7,3,4,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Quarterfinals,KRÜ Esports vs Velox,Split,KRÜ Esports,13,10,3,,Velox,2,0,2,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Quarterfinals,Motion Team vs Kaos Latin Gamers,Bind,Motion Team,11,8,3,,Kaos Latin Gamers,13,9,4,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 1,Furious Gaming vs Meta Gaming,Bind,Furious Gaming,13,11,2,,Meta Gaming,3,2,1,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 1,Furious Gaming vs Meta Gaming,Haven,Furious Gaming,4,3,1,,Meta Gaming,13,4,9,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 1,Furious Gaming vs Meta Gaming,Icebox,Furious Gaming,13,7,6,,Meta Gaming,10,5,5,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 1,Velox vs Motion Team,Haven,Velox,13,6,7,,Motion Team,11,5,6,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 1,Velox vs Motion Team,Ascent,Velox,6,5,1,,Motion Team,13,6,7,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 1,Velox vs Motion Team,Bind,Velox,4,3,1,,Motion Team,13,4,9,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Semifinals,9z Team vs Australs,Icebox,9z Team,13,6,7,,Australs,10,4,6,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Semifinals,9z Team vs Australs,Bind,9z Team,14,5,7,2,Australs,12,5,7,0,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Semifinals,KRÜ Esports vs Kaos Latin Gamers,Ascent,KRÜ Esports,13,7,6,,Kaos Latin Gamers,10,5,5,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Upper Semifinals,KRÜ Esports vs Kaos Latin Gamers,Split,KRÜ Esports,13,8,5,,Kaos Latin Gamers,6,2,4,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 2,Australs vs Furious Gaming,Ascent,Australs,8,5,3,,Furious Gaming,13,6,7,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 2,Australs vs Furious Gaming,Split,Australs,13,7,6,,Furious Gaming,6,1,5,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 2,Australs vs Furious Gaming,Icebox,Australs,13,9,4,,Furious Gaming,6,3,3,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 2,Kaos Latin Gamers vs Motion Team,Haven,Kaos Latin Gamers,13,5,8,,Motion Team,11,4,7,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 2,Kaos Latin Gamers vs Motion Team,Icebox,Kaos Latin Gamers,13,7,6,,Motion Team,7,2,5,,
Champions Tour LATAM Stage 3: Challengers 1,Main Event: LAS,Lower Round 3,Australs vs Kaos Latin Gamers,Ascent,Australs,13,6,7,,Kaos Latin Gamers,10,4,6,,
