Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,Bounty Hunters vs OS GURI DA GERAL DO GREMIO,Bounty Hunters,OS GURI DA GERAL DO GREMIO,0,2,OS GURI DA GERAL DO GREMIO won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,RD E-SPORTS vs Supremacyy,RD E-SPORTS,Supremacyy,2,0,RD E-SPORTS won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,Astro Esports vs BOD Esports,Astro Esports,BOD Esports,2,0,Astro Esports won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,leptospirose vs Raiju,leptospirose,Raiju,2,1,leptospirose won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,4 ruim e 1 ruim vs Utah Bless,4 ruim e 1 ruim,Utah Bless,2,0,4 ruim e 1 ruim won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,Os Selvagens vs fake doi,Os Selvagens,fake doi,2,0,Os Selvagens won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,Skyline Rebaixado vs IRLV.GG,Skyline Rebaixado,IRLV.GG,2,0,Skyline Rebaixado won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,Griffos E-Sports vs doidera,Griffos E-Sports,doidera,0,2,doidera won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,bolinha de golfe vs BLC,bolinha de golfe,BLC,0,2,BLC won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,Amigos do Pitoco vs Odin&Amigos,Amigos do Pitoco,Odin&Amigos,0,2,Odin&Amigos won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 64,UNB Green Owls vs EXODIA,UNB Green Owls,EXODIA,0,2,EXODIA won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,Os Selvagens vs Arca do Plato,Os Selvagens,Arca do Plato,1,2,Arca do Plato won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,ROLO COMPRESSOR vs Agropesca Jacare,ROLO COMPRESSOR,Agropesca Jacare,2,1,ROLO COMPRESSOR won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,tropa da realeza vs ORN FC Esports,tropa da realeza,ORN FC Esports,2,1,tropa da realeza won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,SG e-Sports vs VIM TIRAR ORG GRANDE,SG e-Sports,VIM TIRAR ORG GRANDE,2,0,SG e-Sports won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,não temos um plano vs REiGN,não temos um plano,REiGN,0,2,REiGN won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,3P eSports vs Gamelanders Purple,3P eSports,Gamelanders Purple,2,0,3P eSports won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,Tropinha do TIKTOK 2.0 vs AJF e-Sports,Tropinha do TIKTOK 2.0,AJF e-Sports,2,0,Tropinha do TIKTOK 2.0 won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,n0gravity vs ODDIK,n0gravity,ODDIK,0,2,ODDIK won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,puGG vs Maniacos da Mira,puGG,Maniacos da Mira,2,0,puGG won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,Aquele lá vs OIP,Aquele lá,OIP,0,2,OIP won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,Rise Gaming vs OS GURI DA GERAL DO GREMIO,Rise Gaming,OS GURI DA GERAL DO GREMIO,2,0,Rise Gaming won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,RD E-SPORTS vs Astro Esports,RD E-SPORTS,Astro Esports,2,0,RD E-SPORTS won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,leptospirose vs NDT,leptospirose,NDT,2,0,leptospirose won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,4 ruim e 1 ruim vs Skyline Rebaixado,4 ruim e 1 ruim,Skyline Rebaixado,2,1,4 ruim e 1 ruim won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,doidera vs BLC,doidera,BLC,2,0,doidera won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 32,Odin&Amigos vs EXODIA,Odin&Amigos,EXODIA,2,1,Odin&Amigos won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,Os Selvagens vs ROLO COMPRESSOR,Os Selvagens,ROLO COMPRESSOR,2,0,Os Selvagens won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,tropa da realeza vs SG e-Sports,tropa da realeza,SG e-Sports,0,2,SG e-Sports won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,REiGN vs 3P eSports,REiGN,3P eSports,2,1,REiGN won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,Tropinha do TIKTOK 2.0 vs ODDIK,Tropinha do TIKTOK 2.0,ODDIK,2,0,Tropinha do TIKTOK 2.0 won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,puGG vs OIP,puGG,OIP,1,2,OIP won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,Rise Gaming vs RD E-SPORTS,Rise Gaming,RD E-SPORTS,0,2,RD E-SPORTS won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,leptospirose vs 4 ruim e 1 ruim,leptospirose,4 ruim e 1 ruim,0,2,4 ruim e 1 ruim won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Round of 16,doidera vs Odin&Amigos,doidera,Odin&Amigos,2,1,doidera won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Quarterfinals (Decisive),Os Selvagens vs SG e-Sports,Os Selvagens,SG e-Sports,0,2,SG e-Sports won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Quarterfinals (Decisive),REiGN vs Tropinha do TIKTOK 2.0,REiGN,Tropinha do TIKTOK 2.0,0,2,Tropinha do TIKTOK 2.0 won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Quarterfinals (Decisive),OIP vs RD E-SPORTS,OIP,RD E-SPORTS,2,1,OIP won
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #2,Quarterfinals (Decisive),4 ruim e 1 ruim vs doidera,4 ruim e 1 ruim,doidera,1,2,doidera won
Champions Tour Brazil Stage 2: Challengers,Closed Qualifier  #2,Single BO3,Tuzzy E-Sports vs Tropinha do TIKTOK 2.0,Tuzzy E-Sports,Tropinha do TIKTOK 2.0,0,2,Tropinha do TIKTOK 2.0 won
Champions Tour Brazil Stage 2: Challengers,Closed Qualifier  #2,Single BO3,Galaxy Carrots vs doidera,Galaxy Carrots,doidera,2,0,Galaxy Carrots won
Champions Tour Brazil Stage 2: Challengers,Closed Qualifier  #2,Single BO3,Stars Horizon vs SG e-Sports,Stars Horizon,SG e-Sports,0,2,SG e-Sports won
Champions Tour Brazil Stage 2: Challengers,Closed Qualifier  #2,Single BO3,Bomb Crypto vs OIP,Bomb Crypto,OIP,2,1,Bomb Crypto won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Upper Quarterfinals,Botafogo eSports vs Bomb Crypto,Botafogo eSports,Bomb Crypto,0,2,Bomb Crypto won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Upper Quarterfinals,Renegados vs Galaxy Carrots,Renegados,Galaxy Carrots,1,2,Galaxy Carrots won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Upper Quarterfinals,Los Grandes vs SG e-Sports,Los Grandes,SG e-Sports,2,0,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Upper Quarterfinals,MIBR vs Tropinha do TIKTOK 2.0,MIBR,Tropinha do TIKTOK 2.0,0,2,Tropinha do TIKTOK 2.0 won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Upper Semifinals,Bomb Crypto vs Galaxy Carrots,Bomb Crypto,Galaxy Carrots,1,2,Galaxy Carrots won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Upper Semifinals,Los Grandes vs Tropinha do TIKTOK 2.0,Los Grandes,Tropinha do TIKTOK 2.0,2,0,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Lower Round 1,Botafogo eSports vs Renegados,Botafogo eSports,Renegados,1,0,Botafogo eSports won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Lower Round 1,SG e-Sports vs MIBR,SG e-Sports,MIBR,0,2,MIBR won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Lower Round 2,Tropinha do TIKTOK 2.0 vs Botafogo eSports,Tropinha do TIKTOK 2.0,Botafogo eSports,2,0,Tropinha do TIKTOK 2.0 won
Champions Tour Brazil Stage 2: Challengers,Final Qualifier,Lower Round 2,Bomb Crypto vs MIBR,Bomb Crypto,MIBR,0,2,MIBR won
Champions Tour Brazil Stage 2: Challengers,Access Series,Upper Quarterfinals,Liberty vs Tropinha do TIKTOK 2.0,Liberty,Tropinha do TIKTOK 2.0,2,1,Liberty won
Champions Tour Brazil Stage 2: Challengers,Access Series,Upper Quarterfinals,Sharks Esports vs Galaxy Carrots,Sharks Esports,Galaxy Carrots,1,2,Galaxy Carrots won
Champions Tour Brazil Stage 2: Challengers,Access Series,Upper Quarterfinals,INGAMING Esports vs MIBR,INGAMING Esports,MIBR,2,1,INGAMING Esports won
Champions Tour Brazil Stage 2: Challengers,Access Series,Upper Quarterfinals,Team Vikings vs Los Grandes,Team Vikings,Los Grandes,1,2,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Access Series,Lower Round 1,Tropinha do TIKTOK 2.0 vs Sharks Esports,Tropinha do TIKTOK 2.0,Sharks Esports,0,2,Sharks Esports won
Champions Tour Brazil Stage 2: Challengers,Access Series,Lower Round 1,MIBR vs Team Vikings,MIBR,Team Vikings,2,0,MIBR won
Champions Tour Brazil Stage 2: Challengers,Access Series,Upper Semifinals,Liberty vs Galaxy Carrots,Liberty,Galaxy Carrots,2,0,Liberty won
Champions Tour Brazil Stage 2: Challengers,Access Series,Upper Semifinals,INGAMING Esports vs Los Grandes,INGAMING Esports,Los Grandes,2,1,INGAMING Esports won
Champions Tour Brazil Stage 2: Challengers,Access Series,Lower Round 2,Los Grandes vs Sharks Esports,Los Grandes,Sharks Esports,2,1,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Access Series,Lower Round 2,Galaxy Carrots vs MIBR,Galaxy Carrots,MIBR,0,2,MIBR won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 1,LOUD vs FURIA,LOUD,FURIA,2,0,LOUD won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 1,Los Grandes vs Gamelanders Blue,Los Grandes,Gamelanders Blue,2,1,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 1,MIBR vs Keyd Stars,MIBR,Keyd Stars,2,1,MIBR won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 1,Ninjas In Pyjamas vs Liberty,Ninjas In Pyjamas,Liberty,2,0,Ninjas In Pyjamas won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 2,Ninjas In Pyjamas vs Keyd Stars,Ninjas In Pyjamas,Keyd Stars,2,1,Ninjas In Pyjamas won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 2,TBK Esports vs MIBR,TBK Esports,MIBR,1,2,MIBR won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 2,Los Grandes vs LOUD,Los Grandes,LOUD,0,2,LOUD won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 2,FURIA vs Stars Horizon,FURIA,Stars Horizon,2,0,FURIA won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 3,Stars Horizon vs Gamelanders Blue,Stars Horizon,Gamelanders Blue,2,0,Stars Horizon won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 3,FURIA vs Los Grandes,FURIA,Los Grandes,2,0,FURIA won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 3,TBK Esports vs Ninjas In Pyjamas,TBK Esports,Ninjas In Pyjamas,1,2,Ninjas In Pyjamas won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 3,Keyd Stars vs Liberty,Keyd Stars,Liberty,2,1,Keyd Stars won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 4,Liberty vs MIBR,Liberty,MIBR,1,2,MIBR won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 4,Keyd Stars vs TBK Esports,Keyd Stars,TBK Esports,2,0,Keyd Stars won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 4,FURIA vs Gamelanders Blue,FURIA,Gamelanders Blue,2,0,FURIA won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 4,Stars Horizon vs LOUD,Stars Horizon,LOUD,0,2,LOUD won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 5,Stars Horizon vs Los Grandes,Stars Horizon,Los Grandes,0,2,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 5,Gamelanders Blue vs LOUD,Gamelanders Blue,LOUD,0,2,LOUD won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 5,TBK Esports vs Liberty,TBK Esports,Liberty,2,1,TBK Esports won
Champions Tour Brazil Stage 2: Challengers,Group Stage,Week 5,Ninjas In Pyjamas vs MIBR,Ninjas In Pyjamas,MIBR,2,1,Ninjas In Pyjamas won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Upper Round 1,MIBR vs Los Grandes,MIBR,Los Grandes,1,2,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Upper Round 1,FURIA vs Keyd Stars,FURIA,Keyd Stars,1,2,Keyd Stars won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Upper Semifinals,LOUD vs Los Grandes,LOUD,Los Grandes,2,0,LOUD won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Upper Semifinals,Ninjas In Pyjamas vs Keyd Stars,Ninjas In Pyjamas,Keyd Stars,2,0,Ninjas In Pyjamas won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Lower Round 1,Keyd Stars vs MIBR,Keyd Stars,MIBR,2,0,Keyd Stars won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Lower Round 1,Los Grandes vs FURIA,Los Grandes,FURIA,2,1,Los Grandes won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Lower Round 2,Keyd Stars vs Los Grandes,Keyd Stars,Los Grandes,2,0,Keyd Stars won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Upper Final,LOUD vs Ninjas In Pyjamas,LOUD,Ninjas In Pyjamas,3,0,LOUD won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Lower Final,Ninjas In Pyjamas vs Keyd Stars,Ninjas In Pyjamas,Keyd Stars,3,2,Ninjas In Pyjamas won
Champions Tour Brazil Stage 2: Challengers,Playoffs,Grand Final,LOUD vs Ninjas In Pyjamas,LOUD,Ninjas In Pyjamas,3,0,LOUD won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 1,BBL Esports vs Natus Vincere,BBL Esports,Natus Vincere,2,1,BBL Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 1,OG LDN UTD vs Acend,OG LDN UTD,Acend,0,2,Acend won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 1,FNATIC vs FunPlus Phoenix,FNATIC,FunPlus Phoenix,2,1,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 1,Team Liquid vs BIG,Team Liquid,BIG,2,0,Team Liquid won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 1,Guild Esports vs M3 Champions,Guild Esports,M3 Champions,2,0,Guild Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 1,G2 Esports vs FOKUS,G2 Esports,FOKUS,2,0,G2 Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 2,BBL Esports vs Team Liquid,BBL Esports,Team Liquid,0,2,Team Liquid won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 2,OG LDN UTD vs FNATIC,OG LDN UTD,FNATIC,0,2,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 2,FunPlus Phoenix vs G2 Esports,FunPlus Phoenix,G2 Esports,2,0,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 2,BIG vs Guild Esports,BIG,Guild Esports,1,2,Guild Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 2,Natus Vincere vs M3 Champions,Natus Vincere,M3 Champions,1,2,M3 Champions won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 2,FOKUS vs Acend,FOKUS,Acend,1,2,Acend won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 3,Team Liquid vs Guild Esports,Team Liquid,Guild Esports,1,2,Guild Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 3,OG LDN UTD vs G2 Esports,OG LDN UTD,G2 Esports,2,1,OG LDN UTD won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 3,BIG vs Natus Vincere,BIG,Natus Vincere,1,2,Natus Vincere won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 3,Acend vs FNATIC,Acend,FNATIC,0,2,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 3,BBL Esports vs M3 Champions,BBL Esports,M3 Champions,0,2,M3 Champions won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 3,FOKUS vs FunPlus Phoenix,FOKUS,FunPlus Phoenix,0,2,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 4,Acend vs G2 Esports,Acend,G2 Esports,2,1,Acend won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 4,Natus Vincere vs Team Liquid,Natus Vincere,Team Liquid,1,2,Team Liquid won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 4,BIG vs M3 Champions,BIG,M3 Champions,2,0,BIG won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 4,OG LDN UTD vs FunPlus Phoenix,OG LDN UTD,FunPlus Phoenix,0,2,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 4,BBL Esports vs Guild Esports,BBL Esports,Guild Esports,0,2,Guild Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 4,FOKUS vs FNATIC,FOKUS,FNATIC,0,2,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,Acend vs FunPlus Phoenix,Acend,FunPlus Phoenix,2,1,Acend won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,M3 Champions vs Team Liquid,M3 Champions,Team Liquid,0,2,Team Liquid won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,Natus Vincere vs Guild Esports,Natus Vincere,Guild Esports,2,1,Natus Vincere won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,FOKUS vs OG LDN UTD,FOKUS,OG LDN UTD,2,1,FOKUS won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,BIG vs BBL Esports,BIG,BBL Esports,0,2,BBL Esports won
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,FNATIC vs G2 Esports,FNATIC,G2 Esports,2,1,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Upper Round 1,Acend vs M3 Champions,Acend,M3 Champions,0,2,M3 Champions won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Upper Round 1,Team Liquid vs FunPlus Phoenix,Team Liquid,FunPlus Phoenix,1,2,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Upper Semifinals,Guild Esports vs M3 Champions,Guild Esports,M3 Champions,2,0,Guild Esports won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Upper Semifinals,FNATIC vs FunPlus Phoenix,FNATIC,FunPlus Phoenix,2,1,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Lower Round 1,M3 Champions vs Team Liquid,M3 Champions,Team Liquid,2,1,M3 Champions won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Lower Round 1,FunPlus Phoenix vs Acend,FunPlus Phoenix,Acend,2,1,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Upper Final,Guild Esports vs FNATIC,Guild Esports,FNATIC,0,2,FNATIC won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Lower Round 2,FunPlus Phoenix vs M3 Champions,FunPlus Phoenix,M3 Champions,2,1,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Lower Final,Guild Esports vs FunPlus Phoenix,Guild Esports,FunPlus Phoenix,0,3,FunPlus Phoenix won
Champions Tour EMEA Stage 2: Challengers,Playoffs,Grand Final,FNATIC vs FunPlus Phoenix,FNATIC,FunPlus Phoenix,3,0,FNATIC won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),BOOM Esports vs CERBERUS Esports,BOOM Esports,CERBERUS Esports,2,1,BOOM Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (B),BLEED vs Ghetto Artist,BLEED,Ghetto Artist,2,1,BLEED won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (B),Rex Regum Qeon vs Team Big BAAM,Rex Regum Qeon,Team Big BAAM,2,0,Rex Regum Qeon won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Made in Thailand,Enigma Gaming,2,1,Made in Thailand won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,BOOM Esports,Made in Thailand,1,2,Made in Thailand won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,BLEED,Rex Regum Qeon,2,1,BLEED won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,CERBERUS Esports,Enigma Gaming,2,1,CERBERUS Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Ghetto Artist,Team Big BAAM,2,0,Ghetto Artist won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,BOOM Esports,CERBERUS Esports,2,0,BOOM Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Rex Regum Qeon,Ghetto Artist,2,0,Rex Regum Qeon won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,Griffin E-Sports,2,0,Gaimin Gladiators won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Alter Ego,Global Esports,2,0,Alter Ego won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,Oasis Gaming,ORDER,0,2,ORDER won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,FW Esports,Fancy United Esports,1,2,Fancy United Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,ONIC G,Made in Thailand,2,0,ONIC G won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,XERXIA Esports,Rex Regum Qeon,2,0,XERXIA Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,Paper Rex,BOOM Esports,2,0,Paper Rex won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,Team Secret,BLEED,0,2,BLEED won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Made in Thailand,Griffin E-Sports,0,2,Griffin E-Sports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Rex Regum Qeon,Global Esports,2,1,Rex Regum Qeon won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,BOOM Esports,Oasis Gaming,2,0,BOOM Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,Team Secret,FW Esports,2,0,Team Secret won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,ONIC G,Gaimin Gladiators,2,0,ONIC G won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,XERXIA Esports,Alter Ego,2,0,XERXIA Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,Paper Rex,ORDER,2,0,Paper Rex won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,BLEED,Fancy United Esports,2,1,BLEED won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,Griffin E-Sports,0,2,Griffin E-Sports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Alter Ego,Rex Regum Qeon,2,1,Alter Ego won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,ORDER,BOOM Esports,1,2,BOOM Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Fancy United Esports,Team Secret,0,2,Team Secret won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Paper Rex,Alter Ego,2,1,Paper Rex won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,BLEED,Griffin E-Sports,2,0,BLEED won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,ONIC G,BOOM Esports,2,1,ONIC G won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,XERXIA Esports vs Team Secret,XERXIA Esports,Team Secret,1,2,Team Secret won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Paper Rex,BLEED,2,1,Paper Rex won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,ONIC G,Team Secret,0,2,Team Secret won
